P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P01697928A1214|57 61|Ly-6E
P08692924A0328|57 61|BCL-6
P09832505A0903|57 61|Oct-1
P08415712A1153|57 61|GPRK6
P08108343A0000|57 60|GnRH
P10350484A0346|57 60|CheA
P10824485A0393|57 60|CD4+
P10194451A0000|57 60|p210
P10793143A1533|57 60|Abf1
P04038454A0984|57 59|RBP
P09605934A0801|57 59|USF
P09622121T0000|57 59|PTB
P02312470A0774|57 59|Na+
P08654983A0000|57 59|Srb
P09202147A0866|57 59|UBC
P11193045A1193|57 59|p63
P10541432A0185|57 59|EGF
P08677678A0258|57 59|NSP
P10850453A1292|57 59|Ras
P08401570A0828|57 59|Sp1
P01532796A0107|57 58|F1
P08193147A0831|57 58|Fd
P07742363A0135|58 94|double-stranded RNA-activated inhibitor
P01406703A1435|58 91|H-2RIIBP nuclear hormone receptor cDNA
P11376134A1506|58 88|transcription factor binding sites
P07780738A0091|58 88|proliferating cell nuclear antigen
P11105129T0000|58 88|Extended-Spectrum beta-lactamase
P10722661A0406|58 87|trypanosome cdc2-related kinases
P10857262A0186|58 83|D. melanogaster type A protein
P08626290T0000|58 82|major outer membrane protein
P08126096A0478|58 80|alpha 7 cytoplasmic domain
P09452444A0450|58 78|human IL-6 gene promoter
P10871412A0369|58 77|transforming ribozyme
P11125872A0133|58 76|phosphodiesterase IV
P03540853A0652|58 75|DNA binding proteins
P06185014A0642|58 75|alpha 1-antitrypsin
P10810083A1283|58 72|zinc finger motif
P07826412T0112|58 71|gamma-subunits
P10900129A0138|58 71|CYP3A sequences
P04371279T0000|58 71|botulinum toxin
P11158295A0158|58 69|Src homology 3
P08817323A0714|58 69|DXS6673E gene
P01552853A1377|58 67|yop regulon
P09755199A0559|58 66|mbt repeat
P09691037A0355|58 65|N. crassa
P08593813A0967|58 65|Sp1 mRNAs
P09510189A0192|58 65|CD58 gene
P01997465A0276|58 65|collagen
P07812450A0849|58 65|nspC gene
P02483210A0000|58 64|trypsin
P10567581A0119|58 64|HFH-11B
P08289834A0341|58 64|activin
P08763925A0588|58 63|c-gvpE
P11687180A3209|58 63|rHu EPO
P01939878A0765|58 63|casein
P07943556A0694|58 62|Og4C3
P08264591A1190|58 62|TFIIB
P09199328T0000|58 62|Oct-1
P10322629A0198|58 62|Pax-8
P11119611A0428|58 62|LANA2
P10702794A1495|58 62|HePTP
P08182041A1067|58 62|PEPCK
P11137296A1216|58 62|PFK-B
P01532229A1264|58 62|HF-1a
P09254709T0000|58 61|CcpA
P11564893A1068|58 61|MGMT
P09545638A0330a|58 61|HMT1
P08763953A0805|58 61|traD
P10891441A0871|58 61|Grb2
P09368058A0969|58 61|Cdc2
P08971721A1314|58 61|HspA
P08887643A1167|58 61|TC21
P10611235A1927|58 61|MAPK
P10805737T0000|58 61|eIF5
P09892017A2151|58 61|ELE1
P11145887A1393|58 61|JunD
P01400217T0000|58 61|traF
P06224974A0833|58 60|CPA
P10706887A1457|58 60|ALK
P11422757A0737|58 60|ACR
P08395681A0388|58 60|E7s
P01644821A1259|58 60|CAT
P07337609A0531|58 60|GMT
P11012680A0676|58 60|PP2
P11708761A1388|58 60|ACE
P08376397A0788|58 60|E2F
P03743683A0000|58 59|PP
P04039439A0000|58 59|Mn
P02894789A0954|58 59|T1
P09499048A1003|58 59|gK
P10471587A0239|58 59|RT
P06435565A0648|58 58|p
P02476664A0563|58 58|D
P07814405A1170|59 104|plasma membrane family of guanylyl cyclase receptors
P09003410A0000|59 90|Epstein-Barr virus nuclear antigen 2
P01633435A0743|59 89|muscle-specific regulatory factor
P01333035T0000|59 86|Escherichia coli RNA polymerase
P10512699A0364|59 84|selenoprotein-encoding mRNA
P01325221A0870|59 84|M-phase-activated MBP kinase
P09973607A0254|59 84|Sp100 splice variant proteins
P06096246T0000|59 83|pituitary-thyroid hormones
P01699944A1538|59 80|CArG box binding proteins
P08877818A0184|59 79|TRH progenitor sequence
P10361038A0281|59 79|ribosomal protein genes
P09325284A0469|59 77|human progelatinase B
P11554469A1386|59 76|cellulose synthases
P08662617A2051|59 75|HP-binding protein
P08248253A1785|59 74|chicken L-CAM gene
P07542577A0438|59 74|human anti-La sera
P11233643A0000|59 74|protoporphyrin IX
P11584328A0532|59 74|CYP450 isoenzymes
P01360180A0513|59 73|wild-type kinase
P09421511A0827|59 72|RNA-polymerase
P10958698A0280|59 72|Cse4p N terminus
P08510924A0490|59 71|HSP70 promoter
P10548722A0099|59 71|TcP2beta genes
P10444813A0448|59 70|interferon-a
P09464525T0000|59 69|Fv fragments
P02201901A0229|59 69|SSN6 protein
P03001054A0703|59 69|mutant sites
P09763522A2545|59 67|TNF-alpha
P11160683A1220|59 67|C/EBP site
P10794405A0000|59 67|histone H1
P08617311A0979|59 67|avian mIgY
P09369482A0690|59 67|HNF1alpha
P00336354A0543|59 65|insulin
P10758489A0206|59 65|Cdc2aAt
P07799925A0526|59 64|p59fyn
P11255252A0961|59 64|FXR HRE
P01620118A0470|59 64|kappa B
P01748630A0125|59 63|c-Myc
P08160905A0217|59 63|HBsAg
P08940134A0705|59 63|PTP1B
P09121454A1328|59 63|Bur6p
P10708424A0800|59 63|BGLF4
P09498553T0000|59 63|CYP51
P10871347A0477|59 63|PyRo1
P10933728A1398|59 63|EBNA2
P02110145T0000|59 62|CfiA
P09584194A1305|59 62|HEF1
P08626529A0799|59 62|p230
P09211981A0526|59 62|suc1
P08524241A0212|59 62|IME1
P08748033A0874|59 62|LamB
P10531342A1111|59 62|ppg1
P10430583A0000|59 62|RecA
P10327051A0688|59 62|SAPK
P10679922A1110|59 62|ING1
P09139910A1572|59 62|nifV
P09840928A0884|59 61|H2A
P10557308A0000|59 61|RAS
P07799437A0656|59 61|Myc
P10850997A1016|59 61|Fur
P10777586A1022|59 61|Sp1
P10477583A0000b|59 61|IgG
P11157879A0192|59 61|BRB
P10477583A0000a|59 61|IgG
P11024182A0781|59 60|AR
P01350932A1123|59 59|N
P07172690A0547|60 98|creatine phosphate, creatine phosphokinase
P09032304T0000|60 98|herpes simplex virus regulatory protein ICP4
P09649315A0943|60 97|N-terminally truncated MIP-1 beta variants
P09508775A0293|60 89|mitogen-activated protein kinase
P01684791A0000|60 89|chicken glutamine synthetase gene
P08119907A0000|60 85|insulin-like growth factor-I
P07565720A0256|60 83|glutathione S-transferase
P07633444T0000|60 83|mouse WD-repeat gene DMR-N9
P11356853A0554|60 82|stress-response elements
P08820648A0123|60 78|nrdAB-encoded enzyme
P07678593A0708|60 78|V. cholerae fur mutant
P01537334A0507|60 77|coat colour mutation
P10438627A0885|60 77|recombinant pfTrm1p
P01822995T0000|60 77|dicot rbcS promoters
P07588603A1054|60 76|DH regulatory sites
P07783064A0452|60 75|creatinine kinase
P11121118A0075|60 75|N-terminal region
P11500571A0976|60 75|gPAL1 transcripts
P07651424A0743|60 75|SSM1a transcripts
P03001086A0587|60 74|Drosophila hsp70
P01549129A0356|60 74|protein-protein
P09583208A0171|60 73|immunoglobulin
P10855690A0870|60 72|hPL-B enhancer
P10527426A0521|60 71|exon I+II+III
P00331936T0000|60 71|antiglobulin
P02714852T0000|60 71|HLA-B alleles
P08049444A0351|60 71|98-kD protein
P09478976T0000|60 70|AP-1 element
P07906265A0897|60 70|fasD mutants
P10938102T0000|60 69|NS1 protein
P01711041A0962|60 69|beta-chain
P07902532A1655|60 68|BOXF1 gene
P03537721A0491|60 67|PEP4 gene
P01560774A0885|60 67|fliA gene
P10930526A0174|60 67|HuPLSCR1
P08771781A0103|60 66|oleosin
P07538818A0197|60 66|hG-CSFR
P08790387A0299|60 66|whn gene
P07605990A1110|60 64|PEBP2
P03008405A0532|60 64|HVC-1
P07744776A0617|60 64|U6 RNA
P08709245A1521|60 64|Ser-2
P09535835A0279|60 64|Cdc42
P09447994A0000|60 64|c-fos
P01659685T0000|60 64|Dd ras
P10671224A0254|60 64|CD95L
P01314953A1266|60 63|HAP2
P02462305A1071|60 63|Ag35
P02139473A1603|60 63|entC
P08264650A0925|60 63|MDS1
P09446616A0780|60 63|Jak1
P07999363A0000|60 63|FGFR
P11027294A0483|60 63|p300
P08843412A0543|60 62|RXR
P09045919A1250|60 62|NFE
P09259313A0950|60 62|PRL
P10374632A0818|60 62|NBP
P07413242A0000|60 61|T1
P02927391A0238|60 60|J
P07883193A0000|61 102|Escherichia coli fru transcriptional regulator
P07836364A0000|61 90|major histocompatibility complex
P11587514A0758|61 90|GA-responsive alpha-amylase gene
P10727413A1244|61 89|hamster CYP7A1 proximal promoter
P10698974A0951|61 83|human STAG3-related genes
P09810087A0379|61 83|herpes simplex virus (HSV I
P08661114A0564|61 81|Drosophila SIM proteins
P10364202A0646|61 81|hepatic leukemia factor
P02405393T0000|61 76|human c-ets-2 gene
P07835273A0000|61 75|insulin receptor
P10455183A0930|61 75|Staf zinc finger 1
P07813786A0641|61 75|XMyoDa TATA motif
P11029656A0640|61 74|mutant proteins
P00837811A0675|61 73|gamma globulin
P08654946A0986|61 73|mouse promoter
P08257754A0711|61 72|HB antibodies
P08798648A1816|61 72|native enzyme
P02052544A0641|61 72|dpb2-1 mutant
P02907533T0000|61 72|human albumin
P02580830A1131|61 72|human AFP gene
P10491213A0263|61 71|osteocalcin
P09243505A1194|61 70|MADS domain
P07877619A1284|61 70|zif268 gene
P08856077T0000|61 70|interferon
P11118062A1691|61 69|K-ras gene
P08794339A1162|61 69|deltaCREB
P07678242A0473|61 68|acc genes
P08922390A0361|61 68|paxillin
P11172944A0826|61 68|TNFalpha
P07862162A0408|61 68|OPI1 gene
P09243840A0663|61 68|HLA-DQA1
P11278563A0917|61 67|ankyrin
P01502157A0000|61 67|c-MYC P1
P03041802A0975|61 66|fibrin
P10594239T0000|61 66|TDAG51
P10392903A0889|61 66|cdc25B
P07579695A0693|61 65|Cep1p
P04246054T0028|61 65|RAMLG
P10588946A0432|61 65|ORP-1
P08072547A0690|61 65|c-Jun
P09441664A0377|61 65|HNF-6
P08937989A1365|61 65|talin
P09012405A0785|61 65|TFIIH
P09321930A0567|61 65|BRCA1
P10392900A1020|61 65|c-Abl
P08430095A0161|61 64|SMD1
P07542616A0313|61 64|GCN4
P10660069A0819|61 64|PBS2
P01551568A1476|61 64|rpoB
P11340080A0096|61 64|Rad9
P08932385T0000|61 64|Nrf1
P09334331A0910|61 64|Egfr
P08654435A0540|61 64|Erk2
P09418905A1396|61 63|Ras
P07651398A0803|61 63|DER
P11433014A0683|61 63|H2B
P08666102A0820|61 63|Ptc
P11207269A0745|61 63|p95
P11538437A0568|61 62|N2
P10499357A0439|61 62|FR
P07565740T0000|62 104|Pdr5 ATP-binding cassette multidrug transporter
P11121397A0587|62 94|4-N-acetylglucosaminyltransferase
P01721884A0962|62 84|retroviral ribonuclease H
P11311550A0253|62 83|rat eIF4E promoter region
P10629176A0887|62 81|S. cerevisiae FBP1 gene
P10628750T0000|62 80|angiotensinogen gene
P09649437A1140|62 77|Ets family members
P09057841T0000|62 76|isocitrate lyase
P11160721A0932|62 73|TBLV enhancer
P09380697T0000|62 73|caveolin gene
P08055939A0159|62 72|H1 molecules
P03108171A0088|62 72|S2 receptors
P03939317A0352|62 71|HS promoter
P02543679A1291|62 71|E. coli DnaJ
P09891061A1240|62 71|SpEts4 gene
P09482902A0423|62 71|Pctr1 locus
P10733581A1391|62 70|V12N38 Ras
P08086450A0467|62 70|hATP1 gene
P10215608A0161|62 69|rat GSTA3
P08621628A1233|62 69|hGRalpha
P08655555A1368|62 69|TGn motif
P08524284A0309|62 69|PTF delta
P08756597A0854|62 69|psaB mRNA
P09759691A1051|62 68|albumin
P08288622A0725|62 68|HDC mRNA
P08025669A0724|62 68|sigma 54
P09774641A0824|62 68|cyclin D
P01711048T0000|62 67|I) gene
P08649427A0689|62 67|GTPase
P08639837A0268|62 67|GATA-1
P09268638A0332|62 67|D8S260
P09343433A0000|62 67|RNAP II
P09154822T0000|62 66|v-abl
P10572087A0326|62 66|FANCC
P11134508A0317|62 66|AtHD1
P10358079A0391|62 66|ErbB4
P11393791A1153|62 66|Atp6i
P09895323T0000|62 66|Hoxa3
P08524272T0000|62 65|Stat
P10585491A0945|62 65|AtpC
P11139469A0402|62 65|Ang1
P10831972A1091|62 65|CD23
P08626596A0000|62 65|AMPK
P09407031A0974|62 65|cut5
P08253387A0801|62 65|GAL4
P10393251T0000|62 65|HUG1
P09426143A1358|62 65|KdgR
P10069815A0285|62 65|Doa4
P08552096A0151|62 65|UBS1
P09722161A3065|62 65|Igf2
P09282911A0277|62 64|RC3
P10938102A1359|62 64|NS1
P09431828A1472|62 64|h-1
P10928477A0764|62 64|vWF
P09443978A0262|62 64|Sp1
P09358069T0000|62 64|EPO
P10496284A0115|62 64|IgG
P02845654A0510|62 63|P2
P09079902A0713|62 63|Pk
P02229282A0454|62 63|T3
P09128730A0000|63 92|malonyl-S-[acyl-carrier protein
P08208247T0030|63 91|glutamic acid decarboxylase gene
P01313846A0850|63 91|immunoglobulin gene superfamily
P00227393T0000|63 90|cytochrome P-450 monooxygenase
P09013499A0198|63 90|N-methyl-D-aspartate receptor
P09315633A0333|63 89|interferon regulatory factors
P10511554T0000|63 88|Caenorhabditis elegans cdf-1
P07799950A0282|63 86|somatostatin gene promoter
P07540607A0709|63 81|human immunoglobulin
P09914156A1496|63 80|tenascin-C promoter
P01228882A0437|63 80|CSF immunoglobulins
P09006910A0000|63 79|retinoid X receptor
P09315632A1137|63 79|FGFR3 kinase domain
P09358045A0000|63 79|TGF-beta) receptor
P10101198A0632|63 78|N-terminal region
P09241232A1154|63 77|endonuclease III
P09691031A1050|63 76|myosin proteins
P02657388A1011|63 76|RNA polymerase I
P01833637A0531|63 75|cdc68-1 mutant
P10657658A0165|63 74|I kappa B alpha
P02159470A1432|63 73|Mt sequences
P05839844T0000|63 73|Aflatoxin B1
P07935472A0790|63 73|DNA-protein
P02844767A0191|63 72|Rieske-FeS
P08356944A0589|63 72|hemoglobin
P10607566A0880|63 72|RA receptor
P11278310A1516|63 71|caspase-3
P11303027A0954|63 71|ARF family
P09556566A0174|63 70|RXRalpha
P10850849A0730|63 70|t1/2beta
P10329135A1326|63 70|mt-hsp70
P10359663A0425|63 69|oIFNtau
P03038891A0935|63 69|p11 mRNA
P11238402A0191|63 69|TIR gene
P08761480A0331|63 68|RPDE-6
P01357528A0084|63 68|SEF-17
P01968043A0908|63 68|pASB-1
P07799931A0287|63 68|L7 gene
P09858593A0334|63 67|BETA2
P10848993A0000|63 67|mutAB
P08657183A0145|63 66|DHFR
P10898795A0527|63 66|BCoR
P09601516A0695|63 66|PEP1
P02940334A0141|63 66|HBIG
P10938113A0388|63 66|Vav3
P08872162A0884|63 66|CD8+
P09579602A1720|63 66|CD34
P01224116A0576|63 65|IgG
P09077108A0458|63 65|IgG
P09658104T0000|63 65|YY1
P07705627A1107|63 65|dpp
P08976253A0637|63 65|PSA
P09474648A0298|63 65|Paf
P10648619A0000|63 65|TBP
P01426635A0496|63 65|DDC
P08267667A0748|63 65|CYP
P10825294A0473|63 65|MDR
P11560992A1184|63 65|JNK
P00512215A0000|63 64|f1
P10488875A0000|63 64|CP
P11478627A0573|63 64|Y1
P02740627A0137|63 64|fR
P01350780A0184|64 107|yeast and Escherichia coli gamma-glutamyl kinases
P09085842A1559|64 96|SR protein-mediated protein/protein
P08051074A0000|64 95|human immunodeficiency virus, type 1
P10092856A0798|64 92|yeast triose phosphate isomerase
P09303635A0000|64 92|beta-glucocerebrosidase enzyme
P09562558T0000|64 91|winged helix-turn-helix family
P02446871A1021|64 90|fungal mitochondrial LSU rRNAs
P09354644A0124|64 89|beta1,6-GlcNAc transferases
P08599945T0000|64 84|yeast RNA polymerase III
P08414502A0244|64 82|wild-type p53 protein
P11024047A0626|64 81|luciferase reporter
P09467707T0000|64 79|apolipoproteins B
P08768377A1387|64 79|phytochrome C gene
P01673220A0578|64 76|Sn: bol3 allele
P03540591A0330|64 76|P0 transcripts
P07958911A0500|64 75|fork head gene
P10763827A1158|64 74|ras oncogene
P01658356T0000|64 74|env elements
P08144852A0000|64 74|vasopressin
P02674674A1308|64 74|OBF1 protein
P11007949A1607|64 73|PTEN mutant
P10476970A0542|64 72|rap1GAPII
P07775428A0172|64 72|Ash-l cDNA
P07876134A0348|64 71|AFAP-110
P08294429A0153|64 70|hGh cDNA
P08188606A1034|64 69|Tn5422
P08981371A2049a|64 68|CSF-1
P10958688A0265|64 68|Sls1p
P08981371A2049b|64 68|CSF-1
P10727511A0294|64 68|GLT-1
P11471077A0382|64 67|TRA1
P09642214A0244|64 67|ErbB
P08288554A0295|64 66|p32
P09824001A1665|64 66|vWF
P10889399A0243|64 66|MEK
P09517989A0476|64 66|CD4
P09765261A0000|64 66|Tax
P08647434A1124|64 66|TBP
P10417331A1008|64 66|(-1
P11278286A1083|64 65|GR
P09218775A0000|64 65|CF
P11197328T0000|65 105|maize C4 phosphoenolpyruvate carboxylase gene
P08051151A0347|65 100|reverse transcription-polymerase chain
P09882451A0195|65 92|endogenous ferrochelatase gene
P09861365A0000|65 90|Wuchereria bancrofti antigen
P09523551A0367|65 89|G protein-coupled receptors
P08325639A0129|65 85|26S proteolytic complex
P09724772A0840|65 84|zia operator-promoter
P08649428A1227|65 84|c-mos oncogene product
P07887226A0858|65 83|transferrin receptor
P09346238T0000|65 83|SCF ubiquitin-ligase
P07723247A0187|65 81|bacterial products
P02532210A0000|65 79|viral early genes
P09704296T0000|65 79|immunoglobulin E
P04746559T0053|65 78|renal vein renin
P09341192T0000|65 78|tyrosine kinase
P09091403T0001|65 78|human mts1 genes
P11353770A0085|65 77|N-glycosylase
P09383188A0654|65 75|O(rocD) site
P11046146A1202|65 75|NFI proteins
P03026915A1024|65 74|yeast genes
P08672242A0517|65 74|P1 promoter
P11050084A0000|65 73|PPARalpha
P08149484A0151|65 72|PKC delta
P09009208A0337|65 71|Tf1 mRNA
P07616563A0532|65 70|DNase I
P11316127A0485|65 70|HCM-II
P08506384A0146|65 70|eIF-2B
P02153683A1579|65 70|fodrin
P11150315A1126|65 69|Fra-2
P01824713A0964|65 69|c-jun
P09710599T0000|65 69|ets-2
P09261184A0170|65 69|FIRE1
P07543684A1027|65 68|CFTR
P09065690A0463|65 68|CAR1
P09436989A1011|65 68|MOB1
P09882489A0451|65 68|mef2
P08412620A0688|65 68|virB
P09032250A0257|65 68|Tax1
P08662928A1153|65 68|STAT
P08284227A0336|65 67|Id1
P09065463A1012|65 67|RPA
P01337142A2043|65 67|FSK
P07240343A0000|65 67|c.)
P11296288A1107|65 67|gag
P11211936A1490|65 67|JNK
P06434572A0157|65 66|GH
P06310608A0749|65 66|Ab
P09576915A0269|65 65|E
P08529654A0589|66 92|cytosolic cyclophilin isoform
P10550574A1038|66 89|serum alkaline phosphatase
P10920186A0528|66 83|chimeric transcript
P08794869A0274|66 83|alpha 2 integrin gene
P09165039A0728|66 82|mammalian LHR cDNAs
P10782989A0575|66 81|DNA binding domain
P07698219A0551|66 80|laminin receptor
P08993836A0699|66 79|HNF-3 alpha gene
P02092131T0000|66 79|transfer factor
P02461368A0162|66 78|type X collagen
P10393201A0654|66 77|DNA ligase III
P07636962A1288|66 77|HSV-alpha TIF
P09049270A0488|66 77|MT-like genes
P11274368A0818|66 76|p21 promoter
P10207041A0065|66 76|cyclin genes
P11391531A1157|66 74|TNF-alpha
P06953957A0503|66 74|myoglobin
P09193671A0347|66 72|ARF-GDP
P02115115A1053|66 72|CAR1 URS
P10501969A1329|66 71|GATA-4
P08387155A1248|66 71|topo II
P07799948A0777|66 70|Raf-1
P10660304A0522|66 70|STAT3
P07972237A0665|66 70|N-myc
P08106398A1003|66 70|nisin
P11840365A0949|66 70|SF-36
P09003311A0478|66 70|porCa
P07957106A0875|66 69|VP16
P08172598A0237|66 69|xynB
P08798635A0870|66 69|ARF3
P11158326A1032|66 69|R47G
P07665477A0901|66 69|esaI
P10209119A0594|66 69|pop1
P11128925A0000|66 69|IL-6
P07629122A0323|66 69|NIMA
P11395469A1373|66 69|sid1
P00725534A0888|66 68|IgA
P02131652A0883|66 68|l-1
P10982825A0363|66 68|OpA
P07919540A0240|66 68|p64
P09515031A1020|66 68|PKC
P02243093A0000|66 68|Tax
P07937954A0612|66 68|Raf
P10329625A0715|66 68|TCR
P07874060A0810|66 67|XO
P01937989A0383|66 67|R2
P10902348A0566|66 67|R5
P07735833A1078|67 99|seryl- and aspartyl-tRNA synthetases
P11027289A0000|67 97|150-kDa nuclear RNA binding protein
P11278400A0668|67 96|OCT binding) homeodomain proteins
P07635140A0172|67 90|tissue-specific promoters
P08400240A0166|67 83|A gamma-globin gene
P01675424A0991|67 82|NADH-NR sequences
P02733690T0000|67 82|nitrate reductase
P09101085A0686|67 80|p27Kip1 protein
P09362499A0000|67 79|DNA invertases
P01864821A0000|67 77|globin chain
P02175908A0805|67 77|mutant locus
P07499252A0150|67 76|PI 3-kinase
P10913276A0684|67 76|PLC-gamma1
P10760132A1169|67 76|Ypt protein
P01702972A0613|67 76|G0S19 genes
P07665187A0208|67 76|Nramp1 mRNA
P09614106T0000|67 76|Col2a1 gene
P10764150A0000|67 76|Raf kinases
P10855796A1160|67 75|EphA8 gene
P08721999A0432|67 75|snoRNA U14
P10369926A0251|67 74|human IL8
P09205113A0587|67 74|HPRT gene
P11007777A0813|67 73|junctin
P06755468A0180|67 73|cob gene
P10938109A1361|67 73|insulin
P08212571A0597|67 72|tat ORF
P10918599A0071|67 72|E2F-3B
P07528325A0165|67 71|Stat1
P09880103A0387|67 71|10(-4
P08001136T0000|67 71|TFIIK
P09694725A0500|67 71|LILRE
P09336455A0000|67 71|GAL10
P08756712A0227|67 71|RPA 70
P10826946A1198|67 71|gp120
P08682317A0900|67 71|HSF-1
P11572467A0658|67 70|t-PA
P07608649A1429|67 70|ET-1
P08401614A0187|67 70|PAL2
P07592337A0891|67 70|nfxB
P10704338A0354|67 69|p24
P08617800A0675|67 69|PBP
P09621372A0369|67 69|CRP
P01709933T0000|67 69|pS1
P11007954A0170|67 69|Sos
P02809722A0926|67 68|GH
P09139737A0000|68 106|sterol regulatory element-binding proteins
P07854130A1387|68 98|chromosomal pilE insertion mutants
P09545332A0137|68 92|insulin receptor substrate 1
P02969316A0002|68 91|atrial natriuretic peptide
P01694009A0112|68 91|N-terminal signal sequence
P07721878A1163|68 89|p33 Grb2-binding protein
P07597804A1007|68 87|glycoprotein gene EUS4
P11278488T0000|68 86|focal adhesion kinase
P09209438A0994|68 86|GATA-binding protein
P02317413A0364|68 85|neutrophil elastase
P07588608A1687|68 83|ets family of genes
P09822685A0596|68 83|N-terminal region
P09584180A0701|68 82|endogenous Stat6
P08975713A0454|68 81|p53p2 start site
P01388160A1102|68 81|epsilon peptide
P01829460A0329|68 80|kappa B element
P02303158T0000|68 78|trk oncogene
P08794363A0259|68 78|jun-fos gene
P08219081A0000|68 78|PR-1 protein
P08552095A0758|68 77|paf1 mutant
P10683244A1860|68 77|NBF2 domain
P09735286A0599|68 77|Mu B protein
P10075415A1178|68 77|ru/AB genes
P10628750A0298|68 75|TNFalpha
P06131378A0818|68 75|DHFR cDNA
P09147420A0623|68 75|HIV-1 LTR
P09572491A1044|68 74|p53(242
P09727046A0784|68 73|GATA-1
P08625987A1086|68 73|pre-BI
P02243386A0113|68 72|DIssF
P08386319A1229|68 72|Mpk1p
P10400593A1084|68 72|virE1
P07891685A1051|68 72|Cat8p
P11368901A0327|68 72|RTE-1
P08939966A0816|68 72|SEC-1
P11152283A0223|68 72|INS-1
P08810278A0682|68 71|CRKL
P09799362A0507|68 71|AZF1
P09751114A1987|68 71|MyoD
P10684111A1411|68 71|MAPK
P07192722A0682|68 71|iPTH
P09182707A0254|68 71|p125
P11152451A0529|68 71|Sj26
P01297332A0983|68 71|SWI4
P09822602A1172|68 70|CBP
P10597223A0339|68 70|p21
P10207090A0801|68 70|p50
P10729220A1569|68 70|H19
P10545192T0000|68 70|MEK
P09388198A1396|68 70|JNK
P07569075A0585|68 69|PR
P09444316A0388|68 69|F0
P10542281A0382|69 92|immunoglobulin-fold motif
