P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P02806916A0000|141 146|Sau3AI
P07782302A0479|141 145|HTF9A
P11122381A0908|141 145|STAT5
P10964995A2152|141 145|HER-2
P09638650A0169|141 144|ORF1
P09916786A0811|142 178|serum bone-specific alkaline phosphatase
P10931927A0655|142 164|HIV reverse transcriptase
P08892859A0563|142 152|c-myb allele
P11250196A0455|142 149|Protein S
P07999066A0238|142 148|tat gene
P09278441A1160|142 147|tinman
P08429019A0735|142 147|GATA-1
P10675331A0600|142 146|Stat3
P02758382A0478|142 145|SHBG
P08149484A1551|142 145|AP-1
P09085842A0181|142 144|SF2
P08723352A0084|142 144|pRb
P11059786T0000|143 171|phosphatidylinositol 3'-kinase
P08582143A0614|143 156|beta-lactamase
P00898500A0246|143 153|IgE antibody
P02145268A0746|143 152|COL3A1 gene
P10805286A0233|143 149|PCI mRNA
P09480843A0848|143 149|rat RL14
P11669476A0346|143 149|insulin
P11071924A0588|143 147|c-Cbl
P08972182A0527|143 146|CrmA
P09205965A1249|144 169|spinal alpha 1-adrenoceptors
P08386592A0089|144 164|Elk-1 C-terminal region
P01744119A0757|144 161|63-kDa gene 4 protein
P07696878A0222|144 161|homeodomain protein
P09305944A0621|144 156|yeast proteins
P02163382A0169|144 152|lac operon
P08428953A1718|144 152|L-plastin
P08552096A0151|144 148|cdc34
P11011139A0000|144 147|Sin4
P08523545T0000|144 146|ATF
P09199327A1250|144 146|Max
P11040101A1180|144 146|JNK
P10080875A0772|144 146|p50
P07829519A1251|145 170|immunoglobulin mu heavy chain
P08084339A0907|145 159|TCR C alpha region
P07745696A0932|145 158|SalI O fragments
P09620955A0370|145 153|lac operon
P08654375A0544|145 149|Oct-1
P09135149A0000|145 149|Cdc25
P11029704A0378|145 148|ABI3
P10071761A2374|145 148|UCP2
P03025655T0000|145 147|fps
P08106512A0522|146 172|interferon regulatory factor 1
P01407286A0427|146 164|tyrosine hydroxylase
P11181531A0464|146 158|interleukin-6
P09837715A0581|146 150|HIV-1
P10440923A0684|146 149|kip1
P10866689A0295|146 149|Lmo2
P09182990A0245|146 149|eRF1
P10899142A0000|146 148|LGR
P10197985A0145|146 148|U11
P10918599A0071|146 147|Rb
P08902847A1946|147 159|hCG alpha 1 beta
P05960999T0001|147 154|anti-CRP
P08626667A1517|147 153|GPT gene
P07544357A0808|147 151|CD44v
P09393717A1517|147 150|mutA
P09427844A0739|147 150|dCyd
P11196199T0000|147 149|p53
P09171389A0549|148 170|PyrR attenuation proteins
P09058373A1620|148 166|full-length receptor
P03004739A0753|148 164|CAT binding protein
P02480959A0470|148 160|gonadotropins
P08308008A0201|148 160|COXIV promoter
P11416012A1982|148 160|full-sequence
P11105717A0123|148 157|hemoglobin
P10943891A1062|148 157|active site
P07592485A0734|148 156|ure2 delta
P09409774A0214|148 156|VCSB1 gene
P09573374A0687|148 155|IRF1 gene
P07508441A0487|148 154|56K cDNA
P07888306A1659|148 151|Ca2+
P07596287A0183|149 192|ATP-binding cassette membrane transport proteins
P01358758A0000|149 189|beta-cell-specific transcriptional enhancer
P08394255A0000|149 181|rat luteinizing hormone receptor cDNA
P02154686A0185|149 174|polyomavirus enhancer region
P02083230A0938|149 164|C-terminal domain
P02293019A0000|149 159|cathepsin-G
P02708353A1080|149 158|P-450e gene
P11310937A0548|149 158|fibrinogen
P08119958A0273|149 153|PKC mu
P08969495A0256|149 152|nrdF
P10704499A0682|149 151|fyn
P09677410A1059|149 151|HBx
P00836637A0000|149 149|b
P02648646A0932|150 173|platelet activating factor
P09370307A0093|150 167|DNA binding proteins
P09346935A0459|150 164|RNA polymerase II
P01547775A1024|150 162|PLRV replicase
P02164637A0515|150 160|cdc25 mutant
P11031252A0646|150 157|PKC delta
P03818467A0180|150 155|GSH-Px
P01547957A1083|150 153|CYP2
P08246984A0923|150 152|p85
P08460918A0252|151 169|alkaline phosphatase
P10366503A0812|151 159|terminase
P07797583A0222|151 158|PCNA gene
P08660892A1044|151 156|Mef-2C
P10967531A1025|151 155|type I
P11596838A1357|151 155|beta2
P09566918A1115|151 154|PRDI
P08816504T0000|151 153|Ras
P11037823A1134|151 153|CHL
P02941237A0160|152 188|alkaline phosphatase and pyrophosphatase
P08093616T0000|152 182|proliferating cell nuclear antigen
P08844448A0000|152 173|gastrointestinal lipase
P06818113A0384|152 171|plasminogen activator
P06151942A0235|152 160|gamma-GTP
P09678837A0736|152 159|serum IgE
P01774063A0161|152 155|Fshb
P08122364A0954|153 175|trans-activating protein
P10359792A0610|153 171|histone deacetylases
P07636648A1229|153 169|pertussis antigens
P02165589A0888|153 167|fos oncoproteins
P09847397A0935|153 162|CCAAT boxes
P09092636A0802|153 161|human DYZ5
P07588240A0000|153 161|Ich-1long
P01348508A0313|153 160|TGM1 gene
P09111048X0000|153 156|nNOS
P01378052A0594|153 156|NtrC
P08280925A0261|153 155|IgM
P08622030A0667|153 155|LDH
P11117263A0570|153 154|MA
P08253387A1291|154 175|T-cell-specific factors
P02174861A0736|154 168|Fur binding sites
P02833021A1185|154 165|late promoter
P08576042A0765|154 164|groE operons
P10882163A1077|154 162|aromatase
P07500386A0870|154 157|IRA1
P11108720A1130|154 157|S6K1
P08631797A0982|154 156|EGF
P10526670A1828|154 156|Ras
P06702643A0000|154 155|SA
P09914500A0000|155 173|tumor necrosis factor
P08396261A0388|155 169|adenylyl cyclase
P07539119A0291|155 165|G128R mutant
P09169127A0371|155 160|y1 gene
P09528770A1379|155 159|Msn2p
P02409297A0984|155 159|HBsAg
P09305755A0540|155 158|HNF1
P02834843A0000|155 157|RMP
P09132011A0298|155 157|cdc
P03572706A0329|155 155|F
P10542269A0000|156 183|beta-amyloid precursor protein
P02732341A0000|156 176|chloroacetate esterase
P01321337A0318|156 175|mammalian calcineurin
P07865787A1086|156 173|wheat histone H3 gene
P03537721A0876|156 173|vacuolar hydrolases
P01627828A0475|156 162|SmN gene
P07519481A1275|156 160|c-kit
P09858745A1350|156 159|CatR
P08666404A0311|156 158|PP5
P09227799A0254|156 158|SEA
P11429702A0917|157 178|Y373C and K650E receptors
P11278521A0849|157 177|lacZ reporter construct
P01863887A0174|157 170|erythropoietin
P02597549A0964|157 167|prothrombin
P09461594A0000|157 166|PLC-gamma2
P01657969A1420|157 166|calmodulin
P10681520A0525|157 166|Gbetagamma
P09189783A0000|157 163|insulin
P11095248A0423|157 160|gp27
P03297181A0127|157 160|SR-F
P07933095A0000|157 159|Sp1
P10549912A0136|157 158|V1
P10518956A0137|158 174|hepatic deiodinase
P10504332A0701|158 174|wild-type receptor
P10367646A0569|158 171|serum globulins
P11282395A0530|158 162|Rad50
P07959760A0763|158 162|Fli-1
P06091914A0000|158 162|int-1
P02473718A0000|158 161|OKT8
P02124433A0235|158 160|PSK
P10788320A1034|158 159|U5
P03507689A0000|159 181|bacteriophage T7 promoter
P09238860A0175|159 172|protein kinase A
P10727515A1202|159 172|pertussis toxin
P02324104A1195|159 168|CeCAT alpha
P11368363A0129|159 167|human HBP1
P07579695A0336|159 163|CBF3B
P10628971A1165|159 162|LUV1
P03690262A0428|159 160|T1
P09098899A0000|160 175|zinc-finger motif
P09618150A0127|160 167|UCP1 mRNA
P08521414A1384|160 165|E1 beta
P00830568A0000|160 165|STG-BI
P10593939A0747|160 164|SRZ22
P10749849A0000|160 163|Cip1
P07983715A0996|160 162|USF
P09540062A0755|160 162|CAT
P02403634A0788|161 217|myocyte-specific enhancer-binding nuclear factor 1 binding site
P01646157A0414|161 185|human alpha-galactosidase A
P09882334A0822|161 175|N-terminal motif
P09872832A1262|161 175|interferon gamma
P08370119A1521|161 174|luciferase cDNA
P11556809A2085|161 170|P450 enzyme
P08940132A1120|161 165|CPP32
P10931960A0630|161 164|VP16
P02949170A0184|161 164|SHBG
P09325278A0458|161 164|mta1
P11441974A0320|161 164|l(-1
P03041046A0127|161 161|N
P08218230A1920|162 194|Xenopus fibrinogen B beta subunit gene
P08486276A0419|162 179|chloramphenicol (Cm
P07720572A1584|162 173|myoD enhancer
P08776735A0000|162 170|rLHR-t631
P08887667A0992|162 166|Cdc28
P10319327A1237|162 164|E47
P02115121A0000|162 164|KE2
P10674395A0262|163 189|cGMP-dependent protein kinase
P09927570A0507|163 186|E1B 19 kDa and 55 kDa proteins
P10403839A0140|163 168|mBMAL1
P09171239A1118|163 166|AF-2
P09192998A0356|163 165|PTH
P07958915A1507|164 197|calmodulin-dependent protein kinases
P09502627A0705|164 177|creatine kinase
P11243306A0961|164 173|anti-oxLDL
P10823837A1213|164 168|Mcd4p
P11179687A0280|164 168|RPTPs
P07796935A0284|164 168|hPPAR
P10542237A0357|164 167|IL-6
P01431380A0244|164 167|SFGR
P09235618A0000|164 166|IgG
P06524761A0596|164 166|T-1
P09817373A0000|164 166|NOS
P11012680A1020|165 183|PLCgamma binding site
P09248639A0152|165 172|collagen
P07689154A0168|165 171|uPA mRNA
P02403926A0307|165 170|trk-2h
P08642313A0770|165 169|Bcl-3
P11309389A0273|165 166|GH
P09544991A0750|166 181|m-Stat5adelta749
P11454239A0478|166 176|alpha (alpha
P08455598A0000|166 174|a1-alpha 2
P08614410A0000|166 172|activin
P01394200A0592|166 171|CD45RO
P08264582A0750|166 169|LIFR
P11106428A0635|166 168|GST
P02437895A0000|166 167|LH
P03195167A0104|166 167|PS
P09778197A0415|167 222|beta-hydroxy-beta-methylglutaryl-CoA (coenzyme A) reductase
P11406277A0598|167 191|parent Hlx promoter sequence
P07655505A0527|167 182|phytochrome A gene
P01874195A0139|167 180|tyrosine kinase
P07746397A0233|167 180|thromboplastin
P02833049A1041|167 176|RD-114 mRNA
P07685874A0258|167 173|amylase
P02320999A0606|167 172|m-2 h-1
P08702936A0168|167 169|CD4
P08230452A0551|168 188|poliovirus 3CD protease
P08075070A1632|168 186|DNA-binding proteins
P10517672A1417|168 183|NF1-like proteins
P10752475A1376|168 178|Fc-receptor
P08522530A1342|168 177|sigma 54 box
P09000108A0330|168 171|CG30
P08566754A0783|168 170|ASF
P10617126A1005|168 170|CA3
P08625900T0000|169 196|thyrotropin-releasing hormone
P03015628A1078|169 192|serum alkaline phosphatase
P06373855A0000|169 184|immunoperoxidase
P09343210A1112|169 182|NF-kappaB sites
P08382359A0469|169 181|large T antigen
P02233715A0914|169 179|wild-type GR
P11003653A0198|169 178|PYR complex
P08878044A1390|169 177|wild-type
P09374082A0504|169 177|PGF2 alpha
P09096229T0000|169 173|rad16
P08223613A0519|169 172|TPS3
P09096958A0000|169 172|TD77
P00938594A0149|169 170|RA
P11504709A0981|170 204|extracellular signal-regulated kinase
P09689047A0253|170 192|Golgi sialyltransferases
P08706731A1303|170 188|ginseng ribonuclease
P11517190A0352|170 188|E-responsive element
P11133986A0350|170 186|kappaE3'-enhancer
P09545353A1071|170 178|TNF-alpha
P03050147A1520|170 177|C protein
P11238105A0959|170 174|Jak-2
P08598449A0784|170 172|btk
P06527872T0000|170 172|ACP
P02666404A0220|171 205|rat brain and liver glucose transporters
P07758459A1277|171 198|ABF1 consensus binding sequence
P00594617A0192|171 184|fibrin monomers
P09234713A0754|171 177|Jdelta1
P10512699T0000|171 174|selA
P07629196A0274|171 174|SAPK
P00918965A0728|171 174|PAO2
P09006007A0997|172 180|SelB-mRNA
P08838314A0129|172 177|AVPR1A
P07743697A0703|173 200|angiotensin-converting enzyme
P08111035A0098|173 187|oleosin promoter
P08605302A1770|173 184|CatA promoter
P11046146A1202|173 179|NFI-DNA
P11209100A0069|173 178|IL-1ra
P11404016A1922|173 176|NRPS
P01660486A1756|173 175|PKC
P06121577A0280|174 184|plasma renin
P10775585A0754|174 183|MAP) kinase
P02820128A1670|174 180|insulin
P11357063A0138|174 179|LHbeta
P01536575A1213|174 179|CYPIA1
P07988731A0002|174 178|G-box
P08552387A0000|174 178|ATF-1
P11069307A0546|174 177|DED1
P11209814A0243|174 175|HA
P07990136A1124|175 205|mammalian polIII ternary complexes
P01849509T0000|175 202|Thiobacillus ferrooxidans IST2
P07883193A0000|175 198|glutathione S-transferase
P11387950X0001|175 193|tumor necrosis factor
P09617807A0929|175 192|Gypsy-like elements
P08396713A0305|175 178|ARNT
P10521509A0000|175 178|RGS6
P02139891A0532|175 177|ATF
P11409425A0000|176 196|apolipoprotein (Apo) E2
P11084334A0590|176 193|heat-shock proteins
P10856298A0798|176 190|wild-type enzyme
P06501086A0165|176 189|alpha-globulin
P07784079A1018|176 183|basic FGF
P11325944A0511|176 179|uhpT
P09834070A0793|176 179|CD19
P08530384A0559|176 179|Oct2
P08383492A1205|177 193|c-type cytochromes
P07797077A0842|177 186|ISGF3 gamma
P09001213A1111|177 184|var genes
P09714835A0345|177 181|gp180
P09040011A1316|177 180|MAPK
P11319098A0164|177 180|LacI
P10454570A0846|177 180|JunD
P11376007A0584|177 180|PP2A
P01191964A0000|177 179|T-4
P08516324A0000|178 211|carboxyl-terminal DNA-binding domain
P07862092A0302|178 190|pol3-11 sdp5-1
P09036529A0343|178 178|.
P08475104A0341|179 194|p33cdk2 complexes
P09473483A0953|179 184|HTLV-1
P10597317A1156|179 181|JNK
P07563076A0766|179 181|bi4
P11036938A1162|180 192|gonadotropins
P08676858A0309|180 192|T2-type RNases
P09115242A0934|180 192|collagenase-1
P11254713A1029|180 187|IL-2 gene
P10413607A0085|180 187|integrin
P10376877A0611|180 186|18S rRNA
P07501992A0125|180 185|dentin
P11056007A0224|180 183|rMTM
P09414074A0827|180 182|SSP
P08254738A0428|181 197|wild-type T antigen
P09371698A1254|181 196|SP1-binding sites
P08967963A1735|181 194|alpha2c-AR gene
P01653238A1062|181 189|TGF-beta 1
P10735272A0649|181 185|ANOVA
P07784199A0000|181 185|Abf1p
P01735721A0185|181 184|tyrZ
P09436706A0168|182 211|gonadotrophin-releasing hormone
P02686749A0000|182 202|retinol binding protein
P08148463A0000|182 190|multi-CSF
P08624445A0257|182 189|Waxy gene
P10209119A0076|182 186|Sic1p
P09259052A0568|182 185|JunB
P02022188A0112|182 185|HMGs
P03714348A0833|182 184|IgG
P07588633A0362|182 184|Mos
P08627649A0734|182 184|Sp1
P08707846A2308|183 198|a-factor receptor
P09786932A1042|183 190|IFNA gene
P10342536A0954|183 188|casein
P03263357A0112|183 186|IL-1
P09369451A0693|183 186|OP-1
P08584035A0740|183 184|R4
P08127950A0000|184 208|thyroid stimulating hormone
P07704040A0000|184 193|EC 1.6.99.2
P08208540A0417|184 190|ankyrin
P07516466A1054|184 187|CREB
P01917943A0621a|185 216|chloramphenicol acetyltransferase
P11435605A0587|185 207|Ad12, and Ad41L fiber knobs
P10760109A1050|185 194|hemoglobin
P07440430A1074|185 194|hemoglobin
P10732669A0510|186 203|HD-Zip binding sites
P02997777A0609|186 197|top2 ts mutant
P09305870A0894|186 197|glycophorin C
P01387105A0933|186 194|Cycb1-rs9
P08798420A0207|186 191|v-)src
P11139605A0811|186 188|Sp1
P09519830A0282|187 230|chloramphenicol acetyltransferase reporter gene
P08196607A0280|187 210|heterologous reporter gene
P03016506A0611|187 201|BamHI-C fragment
P02541251A1327|187 197|human T1 gene
P08231816A1473|187 193|IPNS tsp
P06327039A0743|187 190|CD25
P10490609A0413|187 189|ARS
P06435565A0648|187 189|m-2
P01985924A0554|188 200|pol II delta 4/7
P11241215A0566|188 199|enterokinase
P10498616A1280|188 193|p21 Ras
P03335651A0000|188 189|T2
P02061333A1359|189 201|ACV tripeptide
P10559364A0846|189 192|UL57
P10567430A0785|189 192|GRK6
P11207261A1421|190 194|SHP-2
P09233772A0136|190 193|RCC1
P03929486A0309|190 191|SR
P11221845A0800|191 215|C2H2-type zinc finger motifs
P09599897A0000|191 207|C-reactive protein
P01652755A1492|191 200|beta-actin
P07936640A0900|192 205|endogenous gene
P09192842A0988|192 200|ETS factor
P06184487A1485|192 198|EcoRI-C
P02110148A0423|193 222|2.76-kb ClaI chromosomal fragment
P11278870A0123|193 215|transcription factor Cuf1
P11013079A0927|193 204|SV40 promoter
P09725854A1060|193 198|urf209
P11356214A0794|193 198|dentin
P10965135A0735|193 195|MKK
P08288596A0663|194 214|TATA box binding protein
P07630687A0010|194 201|protein C
P11565747A1020|194 201|P element
P09719636A1134|194 197|gp17
P11593394A0000|194 196|p27
P02307371A0263|195 206|c-myc alleles
P01716292A0000|195 203|H-2E alpha
P10564495A0444|195 199|CD66c
P08067123A0248|195 199|HBsAg
P08861955A0927|195 198|TC21
P11207308A0999|195 198|JAK3
P07453919A0000|195 197|IgM
P01674662A0000|195 197|ARC
P06659982A0231|195 196|PS
P02651487A0000|196 202|insulin
P10453006A0000|196 199|PSMB
P02481779A0213|196 198|v.)
P03985849A0221|196 198|IgA
P01384229A0175|197 228|chloramphenicol acetyl transferase
P07656588A0101|197 203|D19S412
P08449978A0000|197 203|cyclins
P07510635A0479|197 202|Pol III
P10564280A0140|197 201|Sam68
P07616569A0168|197 200|rrn5
P07720709A0755|197 199|AP1
P11353774A0255|197 198|NR
P09119031A1036|198 217|wild-type sigma factor
P03109954A0945|198 211|HDL cholesterol
P11373277A0812|198 204|AP-2rep
P07744763A0514|198 202|HNF-4
P06993660A0000|198 200|AHR
P09765271A1108|199 238|insulin-like growth factor-binding protein 1
P08552092A1678|199 206|rep3 gene
P11560992A0000|199 202|JNKs
P08466864A0878|199 202|PU-1
P02518691A0251|200 212|IL2R alpha gene
P08641705A0986|200 210|Hb Costa Rica
P10454557A0000|200 207|HML locus
P03149774A0173|201 212|GABA receptor
P01543909A0787|201 208|ferritin
P07628456A0000|201 203|PKR
P08986214A0000|201 203|AFP
P08835969A0000|202 227|human chorionic gonadotropin
P07890599A0132|202 227|Caenorhabditis elegans unc18
P03615763A0170|202 217|serum cholesterol
P11574105A0727|202 212|anti-GM1 IgG
P07595374A1215|202 205|LMP1
P02123877A1452|203 221|immediate-early gene
P07737944A0000|203 216|erythropoietin
P11014213A1019|203 209|ERalpha
P09242375A1313|203 207|MEN2A
P07926749A0471|203 206|RORE
P08395681A0388|204 224|retinoblastoma protein
P09151152A0174|204 219|serum lipoprotein
P10414451A0093|204 208|ATIII
P11532856A1175|204 206|JNK
P10205099A0377|204 205|I4
P09420239A1937|204 205|SU
P09564860A2315|205 213|Gs protein
P02185140A0000|205 209|pADC1
P10066790A0497|205 207|mu4
P01119658A0000|205 207|N2A
P11416012A2511|206 232|phophatidylinositol 3-kinase
P07511818A0485|206 221|IFN-beta sequence
P07547510A0261|206 214|LF-H3 beta
P08709245A1521|206 210|HDAgs
P07563090A0124|206 209|PPT2
P08288633A0144|207 209|Bcr
P01448917A0775|208 228|32K proteinase cofactor
P08898866A0458|208 223|N-terminal domain
P07789971A0758|208 212|GSTT2
P07731898A0823|208 212|SOD-1
P03144705A0859|208 210|Alu
P10679065A0711|209 241|CREB serine 133 phosphoacceptor motif
P10848993A0000|209 211|amk
P07007591A0324|209 210|RR
P11289135A0975|210 246|mitogen-activated protein kinase kinase 1
P10669596A0430|210 223|RecBCD nuclease
P07585559A0000|210 212|ras
P10942587A0981|211 227|anti-E7 antibodies
P08700531A1420|211 221|cph oncogene
P08617238A0334|211 215|hsp27
P08483479A1056|213 224|collagen gene
P10681588A0899b|213 221|CCAAT-box
P07864709A0324|213 221|M2 protein
P10681588A0899a|213 221|CCAAT-box
P08719155A0105|213 216|TRAP
P10544089A1208|214 219|MP gene
P08952965A1182|214 217|CDR1
P11137296A0923|215 219|PFK-A
P07945937A0358|216 226|Egr1 protein
P11226752A0750|216 224|human DTX1
P09447962A1027|217 233|wild-type HIS4 mRNA
P10430883A0000|217 220|Con A
P11158337A0000|218 238|steroidogenic factor-1
P02298741A0809|218 238|anti-PKC alpha antibody
P08668158A0765|218 221|RPM1
P07528746A1049|218 221|RHL1
P07653094A0169|219 229|SR alpha-296
P08686381A0527|219 222|Swi3
P02473619A0202|220 232|IgE antibodies
P10592791A0370|220 230|SET-RPLA kit
P11425877A1026|220 226|F-actin
P11410664A0963|220 223|MGMT
P08798443A0660|221 236|herpes tk promoter
P09649265A1575|222 229|serum PSA
P10506143A0610|222 228|Cdc42Hs
P09382924A0131|222 226|PSMB6
P08808924A0326|222 225|ProW
P09880544A0693|223 243|wild-type human btk gene
P02983316A0310|224 240|mammalian sequence
P08887652A0341|224 234|con10'-'hph
P10987301A0332|225 255|vascular endothelial growth factor
P09121452A0538|225 233|C/EBP site
P02832149A1009|226 241|mouse myb oncogene
P09880029A0703|226 232|SCSV-C2
P08731222A0000|226 228|PHA
P02529378A0536|226 228|E1B
P11145955A0189|227 255|transforming growth factor alpha
P11256962A0233|227 238|GlyR beta mRNA
P11156789A1669|227 236|CSF protein
P09186507A0882|228 242|Sp1-binding site
P10549354A1782|228 236|Conductin
P01380454A0451|228 230|ATF
P08760286A0696|229 232|MAPK
P11191208A0000|229 232|PDR1
P10422468A0524|230 247|cystic fibrosis gene
P01544918A1240|230 236|RII beta
P01406677A0000|231 244|luciferase gene
P09781871A0404|231 233|Ecc
P08304342A0605|232 236|HLA-A
P02404451A1532|233 238|GM-CSF
P11340085A0211|233 235|CR4
P01409643A0618|233 235|TMF
P08780339A0142|233 235|RS3
P08474439A0877|234 241|CArG site
P09362473A1540|234 238|twist
P10702285A0855|235 239|GLUT4
P09106057A0000|236 237|CL
P08884757A0653|237 239|BGP
P10727413A1244|238 244|insulin
P09488441A0615|238 242|Bcl-3
P07604047A0704|238 241|GA44
P09794795A0183|240 244|STAT3
P09676419A0158|240 242|IgE
P11278583A0873|241 244|Shp2
P09335619A0583|243 252|orf221 gene
P03395009A1750|243 244|L2
P02743842A0000|244 245|H+
P08388496A1117|245 251|BamHI-C
P10413676A0595|247 254|paxillin
P07969152A0721|248 264|S. cerevisiae hsp70
P01470243A0871|248 254|albumin
P01968224A0119|249 264|C-terminal region
